text,true_label,predicted_label,confidence,true_prob
kind joke guy like joke came movie armenian pontic assyrian next let see hmm german genocide yep wanted side ally killed million german british genocide war gallipoli killed hundred thousand briton systematically french genocide yes killed kurdish genocide know always kill cause freedom fighter red indisn genocide one killed million native american actually didnt assimilated people accused thing colonized like briton french ohh algeria didnt deserve independence right armenian greek assyrian jew turk kurd whatever lived peacefully thousand year still live people try split country past paid life dont think turk didnt affected still think genocide turk minority read memoir armenian grandmother greek grandfather living turkey bet find interesting thing,0,1,0.99798477,0.0020152712
false accusation vandalism falsely accusing another user vandalism disgraceful behaviour,1,0,0.8989751,0.10102492
please ask vindictive person drove away editing wikipedia question local consensus small number people actually drove away editing article edited wikipedia month previous edits article supported reliable source without violating policy also fixed problem one else knew fix anyway let enjoy life behind computer screen sucked matter good editor longer interested editing wikipedia,0,1,0.9607995,0.039200503
gilderian make good point keep mind example contain shooting murdering eating,1,0,0.9780035,0.02199654
well yeah hell happened user page stuff seem remember gone real import understand someone screwing blocking wrong person chance get restored,1,0,0.9971065,0.0028934993
season region please love freaking god say even released let alone november want source available amazon play com woolworth hmv four online store none sell single copy set region hell available region mean region limited area limited area say freaking god damned god sake show say released november asking telling stop putting date,1,0,0.9867122,0.01328774
second member surname spelled right start know carter,0,1,0.99959475,0.00040531487
adding link control freak,1,0,0.75812036,0.24187958
aggressive harassment stop harassment unless cease report already warned stay talk page yet persist posting harassment latest final warning,1,0,0.75342244,0.24657755
need mind business aileen wuornos putting truth fault vendetta,1,0,0.9571884,0.042811573
indeed still mourning man united performance today pretty crappy defence fatuorum,1,0,0.5886783,0.41132176
hamas claim know old level education reached want know really problem understanding argument reason really cannot understand tell language barrier emotional one listen know hate hamas much hate idf cut crap know listen dude use mind brother say cousin saying hamas claim reliable even idf claim reliable claim claim mentioned figure given fact right mad said hamas claim possibly omit hamas figure one two side warbig textbig text seriously told hundred time want hamas reference change title israel narrative gaza conflict believe next step administartors intervention sorry man,1,0,0.67592853,0.32407156
gonna take three letter write one paragraph per letter member pocket protector brigade roll effing love typing,1,0,0.83689743,0.16310254
spend crappy plastic hula hoop spend virtual hulahoop instead going outside friend bowling alley consider wii instead realistic arm waiving action sony microsoft tell today game graphic story gaming nintendo like think otherwise isntance seen new wii fit product instead pushup yoga old boring way white pad give wii try love gamepla hmm well love wii,1,0,0.74497384,0.25502616
assume first part word yes wkrc edit cited bite,0,1,0.99986553,0.00013441719
god dead mean startle anyone god dead worry anymore thought would let everyone know well goodbye good luck newfound crisis faith,0,1,0.9958917,0.0041082646
block see fast another post come mbfu wikipedia devel cann also fine wiki monopolizing online encyclopedia,0,1,0.99572265,0.0042773187
bolagne first name bbolange second name,0,1,0.9651949,0.034805145
hate break mother tongue speaker south african english give credibility anyone else friend speak language dialect mean know shit know anything language able speak obviously even know mentioned language article wikipedia variety really hong kong english indian english malaysian english etc take offence spelling word offense fucking retarted hopeless want waste time anymore present someone truth happily decides remain ignorant nothing referring way,1,0,0.9999422,5.775576e-05
hate certain editor guess one nothing anti semitic edits read every one using slur,1,0,0.98341006,0.016589861
global apocalypse warning revert another one edits fart causing global apocalype potential extinction specie sense smell,0,1,0.9549364,0.045063592
november utc dont worrie credibility comment posted ani page user mainly admins never never addressed considered uncivil comment already set credibilty show complete bias aginst futher show action taken aginst site adminstration unacceptable fucking shame action went show part bias well let credetability speka information provied article text comment action admins trácht,1,0,0.9968695,0.0031304697
whoever wrote plot feel terrible whoever watch movie detail write plot line ever took time write plot section must traumatized life however missing part milo son laying belly unconscious bed milo anally rape several masked men watch also use knife sword scene truly one sick film artistic message film basicly middle finger sick minded film maker cast must tricked participating disgusting film artistic gore classic film begotten listen watch film matter much tempted,1,0,0.85610664,0.14389335
come admins stop wasting time permaban know situation change,0,1,0.98861104,0.011388972
fool seth noticed removed info fool possible copyvio anon added text back given know note talk page could provide link think copyvio list wikipedia copyright problem talk july utc,1,0,0.99696845,0.003031545
actually quite funny think ruccous caused wikivandal like yahya shiddazi yep people rather lame,1,0,0.7921254,0.20787455
pathological biased guy demented soap box go tradition historic position like dislike personal taste,1,0,0.9906599,0.009340085
tide roll hypocritical biased tide roll invents attack supposedly made yet leaf clearly directed suit agenda censorship highly inefficient harasses editor way behave community davisjune talk edit darkwarriorblade vandalizes page also attack editor agreeing slant page fit agenda davisjune talk edit grapple vandalizes page us inappropriate language attack editor attempt quiet opinion agree behavior disgusting davisjune talk,1,0,0.526555,0.473445
hate firstly know information around therefore people man add onto information given,0,1,0.97980493,0.02019499
get dare insult waifu,1,0,0.9890777,0.01092238
ian thomson alphanumeric result said satanist whether one chooses believe alphanumerics cipher one thing clear agressively defended church satan wiki article labeled whore babylon logo scarlet purple whore babylon last book bible revelation,1,0,0.84393173,0.15606824
ahead block ready use well ability create numerous one second get panty bunch case,0,1,0.9870207,0.012979302
decline ignorance never excuse suggest edit getting hair cut,0,1,0.9224169,0.07758312
anybody harrassing,0,1,0.9884743,0.01152571
tater chip change yuk wandering frito lay changed bar chip suck big time always bought mastrer loved cant find noticed bar replaced hate pation lay screw loyl customer,1,0,0.99680847,0.003191535
taken meteorman talk page seem inadequate upbringing considered counselling anger management trying helpful please sign post denni really one speak civility malicious comment inconsiderate condescending pompous celibate,1,0,0.98902076,0.010979245
problem item placed others insist cry talk page post goddamn complaint rather serially reverting people like arrow,1,0,0.9945539,0.005446027
get ready coming tonight hunt scum traitor gaddafi mid march getting ready massacre civilian rose unarmed military police soldier february february benghazi human right protest massacre dissident year gaddafi killer appeared scene stranger appeared wearing yellow helmet shooting began gaddafi called unarmed protester terrorist ideological epigone pick lie get ready coming tonight hunt scum vindictive yeah right whatever say moscow moscow ip stalin child,1,0,0.9989442,0.001055757
saw spit pretty much say,0,1,0.9979571,0.0020428484
policy homophobia saying accept post edited never met smart admin admitting homophobic nature suppose saying someone might dyke personal attack one thing though case admins revert special way taking position homophobia going past limited brief concern repeated serious personal attack simply accept post edited,1,0,0.92503893,0.07496108
hey talk exclusive group taliban good destroying self appointed purist gang one asks question abt anti social destructive non contribution ask sityush clean behavior issue nonsensical warning,0,1,0.9671113,0.03288871
backbone administrator toss gryffindor farcical behavior would think german speaker could fair could live compromise see people saying current name conspiracy yes course utterly pathetic,1,0,0.9923586,0.0076414
rev sorry mean come huge jackass fairly sizeable working size hope much pita,1,0,0.9965134,0.0034866238
damn accumulated cool stop sign titilating sincerity,1,0,0.99383247,0.0061675687
article perfect example doublethink leftist making george orwell come true turning society bizarre illogical politically correct nightmare male female thing interchangeable postmodernist nonsense run amok delusion lunatic become accepted fact leftist medium man woman always woman woman trapped man body mental disorder despite fact proven disorder psychologist calling man transphobia racist sexist misogynistic transphobic exist never existed merely looked like man magically become woman thought mental thought determines biology transwoman man soft science psychology trump hard science biology thing biology biology transphobic transphobe stop harassing poor woman respect magical mental thought,1,0,0.99134046,0.008659581
see anything added edited fall category unnecessary profanity racially sexually abusive comment provocative picture stop uptight prick thank cooperation regard,1,0,0.947717,0.05228301
stop sometimes germanic equal germany today people germanic descent germanic category german englishman norwegian stop must someone history history exist without context see context able please stop tripping nerve,0,1,0.99813324,0.0018667937
weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay weezer okay answer question,1,0,0.997589,0.0024110593
qualifies say cut crap tell qualified say instead trying pretend authority say please give reasoning statement help make constructive edits,1,0,0.99570507,0.004294887
parminder nagra current cast member play neela rasgotra claiming one asian female doctor quite untrue though comment signed know written debut honest fail see relevant considering talk page article fictional hospital drama really wow impressed give two asian female doctor appeared show impressive tell many white female doctor ever appeared show count ten finger show start last year furthre name one single asian male doctor ever appeared show difference make repeated vandalism obvious personal grind long destroyed legitimate point make coward hide behind one another rather courage conviction getting account insist repeatedly making nuisance addition substantiated nothing research insulting editor delete material clearly violates wikipedia policy vilest term reduced worst kind problem continue blocked reverted please feed troll tagged good dozen ip sock original account racist troll shame since racist troll tell everyone many white male appeared doctor ever seen single asian male doctor call equal employment everyone show writing feature as pissed every minute writing show dumbed tremendously year every minute show writer insert variation word as word pissed show lack respect audience small vocabulary determination lower intellectual level show preceding unsigned comment added,1,0,0.98081094,0.019189062
cocky bud redlinks embraced notability fail realize singling turgeon ridiculous stubborness started disagreement last time remains page january wwgb clean page think understand snide fyi december utc,0,1,0.6499532,0.35004675
british isle due obnoxious end posting british isle ending post fact thank much clearly making sense course real reason deleted message spoke home truth attitude irish people moreover come talk page initiate abuse going sulk report responding talk page kind child,1,0,0.84244335,0.1575566
removed content soapbox feminist anti sexist porn star keep real please,0,1,0.97905385,0.020946162
deceptive little creature indeed assuming good faith deliberately scrubbed shed little light race hygiene theory originated dear little country fit well want create perception reader crank conspiracy theorist wikipedia article henry ford includes stuff protocol zion well,0,1,0.98855513,0.011444863
important note charles vandal troll malcontent check history tim foxworth,0,1,0.98712695,0.012873014
old user old date,1,0,0.9765255,0.023474503
know tried editing article everyday make better rant speak mildly calm apologized upsetting thank showing dignity respect appreciate want apologize say plan wish cause stress frustration annoyance endured might caused also apologize went holocaust dark period history like say respectfully politely calm manner ironholds playing card making appeal like call anti semite anti jewish wikipedia user called also statement referring research based medieval gentile rethoric discriminating jewish people statement hurt even literally bottom stomach inward part think twerp calling hurt honestly,1,0,0.6040526,0.39594743
rangeblocks nut since know dynamic still want inconvenience people would rather receive message time time blocked editing,0,1,0.99851125,0.0014887034
ever mid fixed vandalising talk page pooooooooooooooooooo,1,0,0.9920075,0.007992508
homey beat,0,1,0.9974987,0.0025012922
outrageous block outrageous wiki lauren caitlin trillion time important beloved prominent least article subject joke site wikipedia administrator freaking retentive inferiority complex fragile ego ruin fun enthusiasm rest member need feel powerful important desperately school marm librarian type wool sweater thick glass afraid thought romance fun sheesh lauren caitlin upton bio page better approved quickly available work america wait longer wikipedia administrator moron club assorted freak wikipedia union get life people job play playing tormenting rest contributor,1,0,0.9947437,0.0052563124
dense user,1,0,0.98572206,0.014277933
missed previous episode thats problem wiki episode guide keep back information behind,0,1,0.9994462,0.0005537259
pagan vandal serious explain newsworthy even slightest site set cater need ausies german know,1,0,0.9673883,0.032611746
think leuko hell made authority included scimd page see adding thing page used negatively student hurt would research page people helping azskeptic see already target several lawsuit pending future thing confident posting please post real name contact info sure student school would much least attempt sue slander defamation least,0,1,0.9599974,0.04000263
marcuse see run sojambi pinola mind buffoon friend biff rose mention respective web spot look like two basahing people stand alone edit king bad someone else wrote rose anti semiticism racism poor sojambi trying fix ever since sad thing one sided difficult time persuading others npov therefore lash caught crossfire evidence notice comparing want see connection well really creative use wiki skill try cover manipulation using hanging villain rather typical obfuscation tehnique accusing every person post something make edit work mark bad user also reminiscent toubling republican smear tactic last year translated site schmuck claim latino claim jewish claim black claim white next claim woman already claimed people vandalism people talk page rose page got frozen first place also note complete inability sleuth would find detective skill humorous evil good luck bet singing voice would improve would practice,0,1,0.8128074,0.18719265
september utc hell see last edit well probably last knowing bully toddst least could talkpage keep trying goad bait need kind stress need spend kind effort trying deal crap shovel way put productive thing like studying class work done thanks trying obvious decent people like outnumbered thousand one,1,0,0.9721299,0.027870066
addendum documentation arbcom reverted future perfect sunrise twice hour later admin reverted message consider matter happened aftermath note created topic concerned might serious emergency situation sufficient knowledge editor history especially recent onwiki conversation judge serious matter observed behavior sufficiently norm simply dismiss replacement message user page interact aftermath note may incorrect believe equazcion sufficient knowledge history administrator simply dismiss matter unfortunately may discus interaction let first clarify correct incorrect regard equazcion knowledge administrator history especially recent communication interaction interact aftermath note interaction equazcion characterized interaction administrator user talk jimbo wale prior administrator user page replacement message discus perhaps equazcion may wish reconsider characterization interact immediately notify equazcion note may comment interact question administrator regarding user talk message big question course need follow regarding clearly administrator replacing user page especially leaving way hour inappropriate reaction situation note administrator edits prior user page replacement user talk jimbo wale revision february rodhullandemu bloqued reply fuck user talk jimbo wale revision february rodhullandemu bloqued gone user talk jimbo wale revision february rodhullandemu bloqued goodbye reaction hint mock hear hear revision february proofreader bloqued edit conflict retort rodhullandemu clearly many star veteran editor medal note python logic chip activated valentine day drama revision february proofreader bloqued edit conflict hear hear rodhullandemu star reply one starred nitwit proofreader although technicality allowed executive summary light version dastardly proofreader mocked administrator virtual death one silly message follow hear hear administrator mocked virtual death easily retain bit interact executive summary heavy version inappro,1,0,0.87314427,0.12685573
vandal explain done call vandalism easy bully people power,1,0,0.88614213,0.11385786
really going let guy walk away scout free admin block concerned conflict interest want take arbcom ridiculous,0,1,0.92833793,0.071662135
like remind deep shadow nazi follower page updated regularly possible guess using common sense something keen,1,0,0.8227089,0.17729113
course taking freedom user talkpages normally article well hope show cruel wicked corrupt done many great thing really know think could done earn title first place point soon going banned sockpuppetry deceit person evil anti private property anti capitalist,1,0,0.9653324,0.034667663
gonna merge manny article since revert merge article like ice age character way duck thing yeah meant prove something write know ockhamthefox russian wikipedia agrees reverts unjuctified wikipedia retarded lol,1,0,0.9501769,0.049823124
joke prof wikipedia joke need page little quake every time pen drop new wikipeida page pop delete page prof wikipidea joke,0,1,0.87567186,0.12432816
lol fred earth would want unblocked please ban permanently site farce gave objective reason without personal attack silence people feel good fred control knowledge wont last long knol horizon founder created site replacement day ability silence people mask bias npov control valid opposing viewpoint short lived please make ban permanent,0,1,0.98317355,0.016826484
evidence supporting claim considered really excuse statement going earlier suggested one guy slightly edit statement approve great done well suck,1,0,0.9928033,0.0071966588
reference note joke edit might incorrect template saying beware wiki nazi inappropriate andrewrptally well apology bluntness wonder call fraudulent encyclopedia really encyclopedia run monstrous careerist child follow fuehrer ruthless efficiency call horrendous admin abuse gratuitous range block permanent ban admin like editor hmmmm got better term talk,1,0,0.97289115,0.027108846
clearly say anand anand vishwanathan also say western people misunderstood cannot wrong info south india available internet even english pathetic wikipedian adding south indian information everything else refer indianname initial,1,0,0.9866828,0.013317245
yeah lawless wikipedia police,1,0,0.9708594,0.029140534
three day notified editor dreamguy falsely call lier talk page clearly required response clearly dreamguy intent harass provoke reply,0,1,0.9948143,0.0051856944
silly hilditch picking brett lee match form lee going get game get back ipl punjab local batsman use srivastava kaul one import bowler abdulla unless want drop lee unless want drop katich jayawardene lee possibly drop sreesanth vikramjeet malik indian batsman trust bat chawla look like hilditch taken account fact lee might bench one game ash test average england silly serious would gone county cricket like hughes cricket calendar poll,1,0,0.9732859,0.026714131
absence statement statement absence use website say disprove website said said seen evidence kick xinhua source official chinese news agency talk injury right leg pre existing injury right leg case anyone notice scratch probably received idiot trying wrestle torch talk,1,0,0.9645822,0.03541774
link replaced official paul murphy website identical statement found word link verifiable information lot relevant deserving note one old apologist spiteful opinion liar know edits ever remove positive info convoy insert israeli pov happen hebrew translation name page edit nazi forum jewish barnstar sure none related continue tampering information treated vandalism,0,1,0.98326474,0.01673523
note want offer sexual service mail send account number deposit money exchange aforementioned service mail updated tariff,0,1,0.98040444,0.01959554
regard lcistudent blocking worthless friday didpise,0,1,0.6092599,0.3907401
give source say thatyou going hunch evident grimaldi fact sourced previously reported wikipedia bogus sham making history,0,1,0.9919397,0.008060283
still determined anti bigot hate visual compiler use dispute would problem going back unix like riding bicycle putting old flannel jacket anyway send program,1,0,0.547749,0.45225105
band cite trivium metallica system pantera machine head fear factory kamelot influence psycho state favorite guitarist influence style corey beaulieu kirk hammett dave mustaine robb flynn andy larocque also state robb flynn matt heafy phil anselmo influence vocal style obie cite oliver palotai kamelot favorite keyboardist influence vocal style mention brandon boyd incubus roy khan kamelot rob cite robert trujillo metallica influence cioky name john dolmayan soad favorite drummer sethgar named daron malakian also soad favorite guitarist band play blend multiple genre metal metalcore thrash metal gothic metal industrial metal death metal always put style single song rather blend two three style one song making difficult song catalogued specific genre band member psycho lead rythm guitar growled vocal rarely clean vocal obie keyboard clean vocal sethgar acoustic guitar rob bass cioky drum former member stinkman bass maq rythm guitar orgy drum legolas drum discography horrorfying single acheron yet released wikipedia suck burn,0,1,0.92765236,0.07234768
block leaving delete page account jack,1,0,0.8924536,0.10754643
final take apprentice please dont keep leaving useless tralala userpage alongside amused reply inane tralala please keep tralala useless chit chat painstakingly improving article instead lol also accept condensation pattern article cool lol else keep vainly painstakingly condensing episode apprentice someone else edits till single last word care lol final painstaking chit chat gonna give hahahaha bye bye,0,1,0.98535144,0.01464856
hoy ang galing mong mang vandal hoy kung sino man tiga calamba huh eto proweba marong laguna west metro defined recognized province laguna keep vandalizing report city hall administrator,1,0,0.9830225,0.016977444
military exists protect freedom support military support freedom almost even reply ignorant,1,0,0.9757336,0.024266357
talk request permission said care much politics mot sure violating civil as could tell reverted edits especially since took half hour painstakingly type cellphone user zyxoas prize guessing talk page,1,0,0.92626697,0.07373303
take notice blnguyen vietnamese crook blnguyen even tried deny vietnamese people bunch unlawful cannabis farmer criminal canada place report referenced really need take notice someone clearly sympathetic evil criminal vietnamese vietnamese blnguyen incapable taking npov probably part vietnamese criminal network anyway,1,0,0.6388523,0.3611477
might interested discussion thank spanish heraldry respected contributor article probably best placed deal issue want take believe lack inline citation particular good english specificity part article explain heraldry general sufficiently imho included article definition section thanks bcn sia discussion first sorry poor english want start undo war something like avionews post rumour propaganda speech milan sea declaration sia officer talked sia spanish comercial manager say italian sia officer inmediatly deny issue sia bcn cancellation fco mxp flight traspassing simply propaganda milan moment crisis also confirmed sia london regional headquarters unfortunately found italy sia press relase dennying milan sea president affirmation think information enough question avionews article preceding unsigned comment added talk contribs twicked comment summer probably summer could codeshare star alliance partner article text refered today sia flight carry singapore malpensa barcelona route short time flight reduced singapore malpensa route continuation barcelona assured lufthansa italia referenced bonomi word explanation avionews comment anymore affirmation puntuation bracket sincerely fail see urge remove cheer mauritiusxxvii aut disce aut doce aut discede urge remove remove explain situation preceding unsigned comment added anon user behaviour today woke found whole lot personal attack user message user stupid biased wikipedia editor banned forever user page blanking talk page whith following message buaagh sick reading user please remove wiki fucking stupid have sense person various nationality nationality spain maurice say thenationalities spain article wtf possible maurice still editing article biased stupid pov catalonia article notice edit article since january ask,0,1,0.9775978,0.022402182
rhobite hypocrite wrote page discussing blocking personal attack bold added emphasis slightly removing personal attack many instance revert war talk page also people remove personal attack directed ask someone else many instance people dispute editing others comment rhobite jun utc rhobite hypocrite warned personal attack admit probably could worded better removed probably crossed line making comment little upset trying muscle see removed comment blocked reason never warned hypocrite think,0,1,0.68662304,0.313377
somebody elses eunuch thats,1,0,0.9924482,0.007551746
funny octagon lot eat cheese man,1,0,0.97419953,0.025800452
stop talking nonsense thing mongolia region mongolia country throughout history inhabitted mainly mongol along others never chinese recent country divided recent history several piece due manchu invasion russian expansion chinese imperialism spread communism term concept mongolia region fabricated article along inner mongolia article especially history part largely communist chinese government believe chinese government agent immediately stop wikipedia management take action stop chauvinistic plot,1,0,0.88798475,0.11201529
real steel video game yuke ltd made real steel based movie name video game put list yuke video game douche delete,1,0,0.9749501,0.025049863
see calling someone insane construed personal attack,1,0,0.62127924,0.37872076
said misread morning could find refernce searched back far correct one line entry artist directory however find anywhere site reference best bluesband etc moreover link scott duncan reference found band website jesus talk self promoting crap think odd interview cannot found anywhere site,0,1,0.9982821,0.0017179365
well think unrwa promotes terrorism even unrwa idf would give reason killed iain hook think idf kill,1,0,0.8954724,0.10452756
obviously anti semitic,1,0,0.788333,0.21166699
thanks praise wikiproject historical atlas project talking work next cassell map conversion time next day biggest pain as erasing contemporary national border giant map found wikipedia blank map talk contrib,0,1,0.99890435,0.0010956754
dude put punk article back least put tiny weeny letter bottom saying wat think,1,0,0.98448443,0.015515506
would banned edit would thing put stupid nonsense great page,1,0,0.9959116,0.0040884605
wikipedia firearm project think new yorkers allowed gun shoot people like,0,1,0.9206036,0.079396434
make four fifth underway rediculous dec utc,0,1,0.9990897,0.00091024337
redemption guilt mental suffering torrments throughout story,1,0,0.98209184,0.017908186
part vandalize sandbox understand leave alone,0,1,0.8365043,0.16349567
magazine exist allowed publish magazine something harmful brain also illegal think society catering stoner little much,1,0,0.9866056,0.013394443
jeff garcia gay,1,0,0.99330807,0.0066918805
irish american mayor irish american mayor worthless,1,0,0.97186816,0.028131861
reply deleted acting fascist discussion nicosia page nicosia discrimination greek contributor greek character citydear salvio accused abusive behaviour user consequently blocked editing article nicosia hour period may draw attention fairly obvious three user namely seb seric chesdovi clearly constantly creating picture nicosia decadent muslim city serf religious belief clearly hailing form turkish background constant undermining city greek identity whenever greek flag appears single picture aforementioned user delete picture instantaneously prefer throw picture flag shame occupation equivalent legalisation human crime continuous brutal occupation island cyprus turkish army greek flag omnipresent republic cyprus whether people like detest reality encyclopedia wish unbiased depict reality subjective view minority reader furthermore based extremist religious nationalistic view hand user find appropriate throw picture using turkish illegal yes illegal according united nation referendum flat non recognised internationally illegal self proclaimed state called trnc totally unacceptable extremist nationalistic individual strategically reached level administrator deteriorating time article city nicosia promoting unrealistic turkish character undermining greek character city time additional article north nicosia depicting totally false picture city trnc illegal recognised state turkey terrorist state non democratic yet wikipedia page northern nicosia supposedly administrator support unification cyprus clearly major distortion intention huge lie individual pretend neutral aribtrator supoporter reunification cannot separate page northern nicosia stressing turkish literally destroy everything proper page nicosia emphasize turkish character city talk tension division city time undermine greek character clear nationalistic racial discrimination indisputable greek character area controlled republic cyprus furthermore downgrading republic cyprus mere fact wikipedia site constantly vandalised several ethnic turkish extremist wikipedia user support discriminatory behaviour light shall stop contributing wikipedia consider downgrading self furthermore wish participate encyclopedic project totally biased discriminatory marcobadotti talk,0,1,0.98453957,0.015460469
thanks www godhatesfags com www godhatestheworld com www godhatesmaerica com www thesignsofthetimes net video wbc blog main one,1,0,0.9358868,0.06411323
regarding user goodday user goodday troll keep going around people talk page trying stir trouble even though hardly log anymore pupose life stalk certain user try stir false rumour trouble done many time note add nothing wikipedia come argue obviously highlight life sad,0,1,0.95819247,0.041807536
flesh wound,1,0,0.7270072,0.27299282
paedophilia within islam sanctioned muhammad since muhammad married year old girl sex wondering peadophilia still legal islam following muhammad example either would worthy mention article,0,1,0.9496438,0.050356258
thought tryna make look stupid june,1,0,0.99121034,0.008789705
yes big daddy definitely question obvious big strong intelligent person like elo rex good luck dealing douchebags lol punk hard ban guess huh sure merely coincidence conservative,1,0,0.98588306,0.014116864
nati still old game collecting leftist bully user gibby,1,0,0.99680483,0.003195193
neonazi quack would insist aryan tainted view pie single language single people romantic notion obviously science,0,1,0.82749075,0.17250922
hate speech christian typical wakopedia,0,1,0.5977372,0.40226275
also word chink userpage whereas negro may considered offensive although never heard used offensive context negro used often non offensive context like martin luther king speech name various black organization etc believe chink pretty much always considered offensive userpage obviously troll,0,1,0.9929,0.0071000042
funny tdc violates zillion sock puppet come along help restore edits edits say john kerry commie thank god jump conclusion ban anything,1,0,0.9834688,0.016531263
utc christ dumb question december,0,1,0.9721334,0.027866567
disruptive really disrupt malicious defamatory caricature truth worst hope behold abrham bosom roast eternity work malefactor,1,0,0.99194807,0.008051916
say eunuch served important capacity guardian womens quarter also high administrative military position say eunuch existed eunuch created cut ball,0,1,0.9059277,0.09407225
hey strike without second thought,0,1,0.881883,0.11811694
problem think problem someone siting mistress prof point far site actual encyclopedia forum encyclopedia big difference even piss page thank god single chick bitching would another attorney fee handing sue whoever owns site done bitching mistress thing whole page error first line last line joke first line last line wrong,1,0,0.99401903,0.005980942
saying telling like booby personal attack laughable,1,0,0.99307257,0.00692743
really strange much edits alike look like sockpuppets,0,1,0.9520572,0.04794289
stop deleting useful contribution,1,0,0.76513875,0.23486121
wikipedia administrator nothing ridiculous,0,1,0.60127544,0.39872453
comment whether note issued prior greeenback legal tender know year first bank shut know demand note ignorant basic financial term know treasure note treasury note legal tender know federal reserve note first became legal tender ignorant well frankly know get lost may aware ignorance subject huge,0,1,0.98243344,0.017566603
picture dude hell happend picture,1,0,0.9997836,0.00021648874
taken block list personal attack vandalized attacked anyone blocked week ridiculous going aplogize thing done truly sad pathetic jdorney friend blocking making allegation upset different viepoint article gaul correct article full innacuracies taken block list since done nothing put first place,1,0,0.98962396,0.010376046
trolling andy grump started insult trolling well,1,0,0.8674291,0.13257097
well least monitor talk page want guerilla renmin sticking posterior mine either,1,0,0.99194616,0.008053843
get around stupid censor changed swears appropriate word think figure flying absolute house suffer unwarranted self importance hard probably left got hurt people started calling seriously kid thank god internet extremely sorry line life also liked atheistic faith one first box actually important worry hatin atheist aardvark one fare well grow fish signed,1,0,0.9860395,0.013960475
wait going block posting rfc block advertising rfc page might relevant see problem non admin liable blackballed admins suffer projection merely think sophistry administration performed personal attack made analogy admin behavior classical abuse power personally attacked admins blocked trolling calling troll nothing lie designed anger cause overreact attempt fabricate evidence block least one admin think called troll enough evidence blocked seriously doubt admin reading page disrupting anything posting inappropriate manner discussing problem forum provided blocking people stop winning argument disruption admins thing illusion right time first saw chooserr posting may said okay first one come along misreads situation cause problem one mistaken admin invalidates opinion rational one meanwhile well meaning user punished nothing wrong demonized community community thrown dysfunction point anyone coming defense treated egregious level imperiousness intimidation sophistry dismissive attitude followed abuse power block block curps failing perform due diligence injuring user block zoe mysekurity validating amplifying curps error rather taking skeptical attitude block nandesuka repeating error attacking defending oppressed individual block sean black either deliberately gormlessly falling false accusation behavior admins event classic abuse power clique bully hiding damage increasing,0,1,0.92901224,0.07098774
petr petr,1,0,0.9603091,0.039690893
nincompoop reverted edits require admins revert contribution asked burned somehow registered adress acusing sock puppetry editing unregisted user started editing registered name hardcore metallica fan,1,0,0.9945208,0.0054791495
going destroy power wikipedia threat,1,0,0.99524033,0.0047596293
shane hugh douche bag,1,0,0.99889165,0.0011084229
sorry know system signing post see tend life rather dwelling website day picking belly button lint listening abba excuse ignorance regarding lowlife pathetic excuse lifestyle lol,1,0,0.99785244,0.002147559
first block completely unjustified wikipedia running article main page recently blatant left wing bias hell supposed know would blocked uncivil done anything administrator exception randomly blocking people course,1,0,0.9073173,0.09268277
yes hate tell jay like think bad vandal blocked permanently editing hrwiki,1,0,0.9425807,0.057419267
hebephiles pedophile object attraction legal age consent matter debate simply legal reality failure document ridiculous represents failure npov,1,0,0.9908346,0.009165356
sean hannity pray tell vandalism inserted used wikipedia definition edits simply like content fanboy,1,0,0.9464807,0.053519282
look liar one loop inserting nonsense worse liar know spent much precious time educating detailing error abiding wikipedia policy content must based verifiable source wikipedia neutral point view wikipedia original research wikipedia cite source wikipedia verifiability wikipedia reliable source demanded many time provide verifiable reliable source point point basis like csssclll december utc,1,0,0.99144626,0.008553784
assume good faith someone adding anti semitic lie article obvious ignorance subject excuse,0,1,0.95548165,0.044518348
